"date","forecastmonth","forecastyear","newmoonnumber","currency","model","level","species","estimate","LowerPI","UpperPI","fit_start_newmoon","fit_end_newmoon","initial_newmoon"
"2018-06-11",6,2018,507,"abundance","nbGARCH","All","BA",0.780794444571951,0,4,217,506,506
"2018-06-11",7,2018,508,"abundance","nbGARCH","All","BA",0.956362445204107,0,4,217,506,506
"2018-06-11",8,2018,509,"abundance","nbGARCH","All","BA",1.01165337424207,0,4,217,506,506
"2018-06-11",9,2018,510,"abundance","nbGARCH","All","BA",1.01675250848339,0,4,217,506,506
"2018-06-11",10,2018,511,"abundance","nbGARCH","All","BA",1.01291704412848,0,5,217,506,506
"2018-06-11",11,2018,512,"abundance","nbGARCH","All","BA",0.978856522477136,0,6,217,506,506
"2018-06-11",12,2018,513,"abundance","nbGARCH","All","BA",0.96965015533746,0,4,217,506,506
"2018-06-11",1,2019,514,"abundance","nbGARCH","All","BA",0.967132100203901,0,5,217,506,506
"2018-06-11",2,2019,515,"abundance","nbGARCH","All","BA",0.9858926562651,0,4,217,506,506
"2018-06-11",3,2019,516,"abundance","nbGARCH","All","BA",1.07121072788475,0,5,217,506,506
"2018-06-11",4,2019,517,"abundance","nbGARCH","All","BA",1.06978645766032,0,5,217,506,506
"2018-06-11",5,2019,518,"abundance","nbGARCH","All","BA",1.05222462541739,0,5,217,506,506
"2018-06-11",6,2018,507,"abundance","nbGARCH","All","DM",22.7829253550086,14,32,217,506,506
"2018-06-11",7,2018,508,"abundance","nbGARCH","All","DM",24.2249085715165,13,38,217,506,506
"2018-06-11",8,2018,509,"abundance","nbGARCH","All","DM",25.5321643995124,12,42,217,506,506
"2018-06-11",9,2018,510,"abundance","nbGARCH","All","DM",26.7169004858428,12,44,217,506,506
"2018-06-11",10,2018,511,"abundance","nbGARCH","All","DM",27.9739182844477,12,48,217,506,506
"2018-06-11",11,2018,512,"abundance","nbGARCH","All","DM",29.0928931527798,12,50,217,506,506
"2018-06-11",12,2018,513,"abundance","nbGARCH","All","DM",30.1006150447379,12,51,217,506,506
"2018-06-11",1,2019,514,"abundance","nbGARCH","All","DM",31.0267862877176,12,54,217,506,506
"2018-06-11",2,2019,515,"abundance","nbGARCH","All","DM",31.8982003682457,12,55,217,506,506
"2018-06-11",3,2019,516,"abundance","nbGARCH","All","DM",32.7161056918987,12,55,217,506,506
"2018-06-11",4,2019,517,"abundance","nbGARCH","All","DM",33.4602928981343,12,58,217,506,506
"2018-06-11",5,2019,518,"abundance","nbGARCH","All","DM",34.1457867750889,12,59,217,506,506
"2018-06-11",6,2018,507,"abundance","nbGARCH","All","DO",4.02090622046332,1,8,217,506,506
"2018-06-11",7,2018,508,"abundance","nbGARCH","All","DO",5.00434026739227,1,12,217,506,506
"2018-06-11",8,2018,509,"abundance","nbGARCH","All","DO",5.92306668035903,0,15,217,506,506
"2018-06-11",9,2018,510,"abundance","nbGARCH","All","DO",6.77316527425902,1,18,217,506,506
"2018-06-11",10,2018,511,"abundance","nbGARCH","All","DO",7.56222370284806,1,20,217,506,506
"2018-06-11",11,2018,512,"abundance","nbGARCH","All","DO",8.29393745791828,1,22,217,506,506
"2018-06-11",12,2018,513,"abundance","nbGARCH","All","DO",8.97497698551387,1,24,217,506,506
"2018-06-11",1,2019,514,"abundance","nbGARCH","All","DO",9.6049127729759,1,26,217,506,506
"2018-06-11",2,2019,515,"abundance","nbGARCH","All","DO",10.1769443494041,1,27,217,506,506
"2018-06-11",3,2019,516,"abundance","nbGARCH","All","DO",10.7102701894587,1,28,217,506,506
"2018-06-11",4,2019,517,"abundance","nbGARCH","All","DO",11.2201273638357,1,29,217,506,506
"2018-06-11",5,2019,518,"abundance","nbGARCH","All","DO",11.6353226539672,1,29,217,506,506
"2018-06-11",6,2018,507,"abundance","nbGARCH","All","DS",0.317241378700113,0,1,217,506,506
"2018-06-11",7,2018,508,"abundance","nbGARCH","All","DS",0.317241378700113,0,2,217,506,506
"2018-06-11",8,2018,509,"abundance","nbGARCH","All","DS",0.317241378700113,0,1,217,506,506
"2018-06-11",9,2018,510,"abundance","nbGARCH","All","DS",0.317241378700113,0,1,217,506,506
"2018-06-11",10,2018,511,"abundance","nbGARCH","All","DS",0.317241378700113,0,1,217,506,506
"2018-06-11",11,2018,512,"abundance","nbGARCH","All","DS",0.317241378700113,0,1,217,506,506
"2018-06-11",12,2018,513,"abundance","nbGARCH","All","DS",0.317241378700113,0,1,217,506,506
"2018-06-11",1,2019,514,"abundance","nbGARCH","All","DS",0.317241378700113,0,2,217,506,506
"2018-06-11",2,2019,515,"abundance","nbGARCH","All","DS",0.317241378700113,0,1,217,506,506
"2018-06-11",3,2019,516,"abundance","nbGARCH","All","DS",0.317241378700113,0,1,217,506,506
"2018-06-11",4,2019,517,"abundance","nbGARCH","All","DS",0.317241378700113,0,1,217,506,506
"2018-06-11",5,2019,518,"abundance","nbGARCH","All","DS",0.317241378700113,0,1,217,506,506
"2018-06-11",6,2018,507,"abundance","nbGARCH","All","NA",2.20887533717097,0,5,217,506,506
"2018-06-11",7,2018,508,"abundance","nbGARCH","All","NA",2.37732165617278,0,6,217,506,506
"2018-06-11",8,2018,509,"abundance","nbGARCH","All","NA",2.44688146211184,0,7,217,506,506
"2018-06-11",9,2018,510,"abundance","nbGARCH","All","NA",2.4056175941714,0,7,217,506,506
"2018-06-11",10,2018,511,"abundance","nbGARCH","All","NA",2.50303461408801,0,7,217,506,506
"2018-06-11",11,2018,512,"abundance","nbGARCH","All","NA",2.57111504527168,0,6,217,506,506
"2018-06-11",12,2018,513,"abundance","nbGARCH","All","NA",2.60145131044694,0,7,217,506,506
"2018-06-11",1,2019,514,"abundance","nbGARCH","All","NA",2.60359352186079,0,7,217,506,506
"2018-06-11",2,2019,515,"abundance","nbGARCH","All","NA",2.5514021679163,0,7,217,506,506
"2018-06-11",3,2019,516,"abundance","nbGARCH","All","NA",2.4768737078603,0,7,217,506,506
"2018-06-11",4,2019,517,"abundance","nbGARCH","All","NA",2.35204575459366,0,7,217,506,506
"2018-06-11",5,2019,518,"abundance","nbGARCH","All","NA",2.34601019256607,0,6,217,506,506
"2018-06-11",6,2018,507,"abundance","nbGARCH","All","OL",0.741238506322477,0,3,217,506,506
"2018-06-11",7,2018,508,"abundance","nbGARCH","All","OL",1.30334735657063,0,6,217,506,506
"2018-06-11",8,2018,509,"abundance","nbGARCH","All","OL",1.70800695040811,0,7,217,506,506
"2018-06-11",9,2018,510,"abundance","nbGARCH","All","OL",1.9991580415081,0,8,217,506,506
"2018-06-11",10,2018,511,"abundance","nbGARCH","All","OL",2.20563065829096,0,8,217,506,506
"2018-06-11",11,2018,512,"abundance","nbGARCH","All","OL",2.35402247746763,0,9,217,506,506
"2018-06-11",12,2018,513,"abundance","nbGARCH","All","OL",2.45955032165914,0,9,217,506,506
"2018-06-11",1,2019,514,"abundance","nbGARCH","All","OL",2.53296628721105,0,8,217,506,506
"2018-06-11",2,2019,515,"abundance","nbGARCH","All","OL",2.58509405399877,0,9,217,506,506
"2018-06-11",3,2019,516,"abundance","nbGARCH","All","OL",2.61942066538377,0,8,217,506,506
"2018-06-11",4,2019,517,"abundance","nbGARCH","All","OL",2.64925378114407,0,8,217,506,506
"2018-06-11",5,2019,518,"abundance","nbGARCH","All","OL",2.59938769194502,0,10,217,506,506
"2018-06-11",6,2018,507,"abundance","nbGARCH","All","OT",10.9897890904297,3,21,217,506,506
"2018-06-11",7,2018,508,"abundance","nbGARCH","All","OT",11.0373520809734,2,25,217,506,506
"2018-06-11",8,2018,509,"abundance","nbGARCH","All","OT",11.0091117239527,1,29,217,506,506
"2018-06-11",9,2018,510,"abundance","nbGARCH","All","OT",10.9432619432863,1,29,217,506,506
"2018-06-11",10,2018,511,"abundance","nbGARCH","All","OT",10.8865416843555,1,31,217,506,506
"2018-06-11",11,2018,512,"abundance","nbGARCH","All","OT",10.7363992351938,1,29,217,506,506
"2018-06-11",12,2018,513,"abundance","nbGARCH","All","OT",10.5448636113767,1,31,217,506,506
"2018-06-11",1,2019,514,"abundance","nbGARCH","All","OT",10.4100173865077,1,30,217,506,506
"2018-06-11",2,2019,515,"abundance","nbGARCH","All","OT",10.3242521686365,1,29,217,506,506
"2018-06-11",3,2019,516,"abundance","nbGARCH","All","OT",10.2867264219244,1,27,217,506,506
"2018-06-11",4,2019,517,"abundance","nbGARCH","All","OT",10.3172787362581,0,30,217,506,506
"2018-06-11",5,2019,518,"abundance","nbGARCH","All","OT",10.384828465819,0,29,217,506,506
"2018-06-11",6,2018,507,"abundance","nbGARCH","All","PB",2.9583328060679,0,7,217,506,506
