year,month,lead1,lead2,lead3,lead4,lead5,lead6,lead7
1988,8,25.054,25.092,24.593,24.717,24.733,24.918,25.062
1988,9,22.835,23.047,23.486,22.552,22.901,22.564,22.761
1988,10,16.743,16.709,17.262,16.881,16.904,17.032,16.972
1988,11,11.643,11.044,11.609,10.975,11.483,10.917,11.153
1988,12,7.5124,7.3729,7.9565,7.8181,7.8122,7.7114,7.9484
1989,1,8.0402,8.3555,7.8105,8.0471,7.614,8.4136,7.8534
1989,2,9.4076,10.052,10.365,9.676,10.254,10.08,10.095
1989,3,13.104,12.568,13.352,13.09,12.916,12.821,13.361
1989,4,16.471,16.505,16.54,16.94,16.847,16.842,16.717
1989,5,20.832,20.724,20.664,20.916,21.075,21.163,21.032
1989,6,25.142,25.198,25.447,25.316,25.177,25.603,25.019
1989,7,25.878,26.139,25.925,25.801,26.035,26.025,26.361
1989,8,24.987,24.834,24.846,24.785,24.629,24.861,24.814
1989,9,22.695,22.734,22.036,22.264,21.906,21.93,22.161
1989,10,16.908,16.925,17.165,16.533,17.196,16.403,16.364
1989,11,10.537,10.448,10.894,11.238,10.514,11.065,11.107
1989,12,7.05,7.2783,7.2692,6.5811,7.4428,7.3198,6.8272
1990,1,6.8705,7.0024,7.2681,7.2221,7.0528,7.4081,7.7257
1990,2,9.0888,8.8425,8.698,9.0431,9.2541,9.1911,9.4674
1990,3,10.782,11.47,11.521,10.964,11.601,11.975,11.559
1990,4,14.957,15.182,14.783,14.884,14.692,14.865,15.407
1990,5,19.586,19.51,19.526,19.764,19.549,19.291,20.226
1990,6,24.833,24.728,24.205,24.879,24.31,24.389,24.37
1990,7,26.491,26.505,26.444,26.218,26.66,26.129,26.179
1990,8,25.127,25.364,25.124,25.678,25.414,25.347,24.942
1990,9,22.437,22.386,22.46,22.228,22.52,22.858,22.831
1990,10,16.476,17.159,16.805,16.807,16.964,16.734,16.664
1990,11,9.8262,10.431,10.652,11.053,10.828,10.722,9.8095
1990,12,7.2626,6.3951,6.3632,6.5365,6.4972,7.1621,7.0069
1991,1,6.8082,6.8534,6.7193,6.4812,6.4572,6.666,6.7839
1991,2,8.5138,9.216,8.6086,8.9368,9.2176,8.789,8.6312
1991,3,11.298,11.557,11.344,11.17,11.471,11.326,11.141
1991,4,15.129,15.06,14.891,15.2,14.961,15.221,14.761
1991,5,19.793,19.623,19.388,20.017,19.401,19.567,19.54
1991,6,24.126,24.931,24.844,25.064,24.949,24.226,24.75
1991,7,26.372,26.001,26.295,26.592,26.461,26.488,26.395
1991,8,24.967,25.487,25.157,24.985,25.051,25.074,24.969
1991,9,22.439,22.698,22.527,22.637,22.267,22.755,21.937
1991,10,16.587,17.211,16.151,16.635,16.487,16.393,16.765
1991,11,10.033,10.003,10.102,9.8752,9.5398,10.335,10.314
1991,12,6.0756,6.1414,6.1909,5.7943,5.863,5.7007,5.9593
1992,1,5.5617,5.9435,5.8861,6.2309,5.6376,6.0437,5.6356
1992,2,7.804,7.4555,7.9356,7.8677,7.9229,7.5108,7.653
1992,3,10.416,10.012,10.587,10.755,10.762,10.625,10.748
1992,4,13.711,12.896,13.074,13.259,14.102,14.239,14.003
1992,5,18.685,18.612,18.603,18.572,18.897,19.29,19.015
1992,6,23.718,23.547,23.48,23.506,23.391,23.856,24.009
1992,7,25.644,25.685,25.693,25.872,25.783,25.858,25.902
1992,8,23.82,23.925,24.04,24.334,24.446,24.649,24.996
1992,9,21.098,21.134,21.01,20.996,21.796,21.403,21.539
1992,10,15.767,15.782,16.042,15.688,15.71,15.947,16.118
1992,11,9.8003,9.6305,10.156,9.7115,10.184,9.3887,9.1674
1992,12,6.0605,6.7295,6.1589,6.1242,6.0223,5.9412,5.7162
1993,1,6.4493,6.6052,6.5785,6.3873,6.1669,6.6609,6.6156
1993,2,7.9207,8.0708,7.906,8.1385,8.4065,7.9793,7.9908
1993,3,10.293,10.475,10.571,10.747,10.777,10.946,10.801
1993,4,13.109,13.624,14.229,14.365,14.341,14.149,14.982
1993,5,18.671,18.709,18.77,18.984,19.071,19.511,19.246
1993,6,23.694,23.659,23.767,23.803,23.926,24.373,24.535
1993,7,25.444,25.807,25.78,25.868,26.007,25.727,25.907
1993,8,24.374,24.228,24.709,24.667,24.592,24.464,24.611
1993,9,21.297,20.93,21.545,21.948,21.878,21.709,21.75
1993,10,16.24,16.097,15.717,16.159,16.184,15.998,16.168
1993,11,9.8492,9.973,9.7582,10.279,10.121,9.515,9.7099
1993,12,5.7584,5.6844,5.8229,5.876,6.2388,6.4764,5.4952
1994,1,6.1108,5.7169,5.4891,5.9491,6.6687,6.733,6.1935
1994,2,7.9268,8.0909,8.4068,8.8488,8.7008,8.3999,9.0215
1994,3,11.393,11.162,11.211,11.232,10.97,11.601,11.393
1994,4,15.818,15.052,15.141,15.095,15.571,15.602,15.163
1994,5,19.401,20.088,19.914,19.472,19.595,19.912,19.914
1994,6,24.68,24.289,24.464,24.681,24.877,24.663,24.926
1994,7,25.951,25.917,25.799,25.763,26.112,25.963,25.722
1994,8,24.514,24.43,24.424,24.163,24.206,24.455,24.537
1994,9,21.698,21.834,21.652,21.441,21.58,22.006,21.827
1994,10,16.755,16.402,16.874,16.369,16.294,15.935,16.316
1994,11,9.4146,10.397,10.344,9.8476,9.3943,10.386,10.258
1994,12,5.7913,6.4048,5.9156,5.939,6.193,6.0582,6.3312
1995,1,5.6866,5.815,6.1063,5.7188,5.5821,6.0353,6.3701
1995,2,7.8795,7.9625,8.5165,7.8749,8.179,8.1891,7.9922
1995,3,10.731,10.563,10.596,10.567,10.989,10.995,10.641
1995,4,14.704,14.61,14.207,14.523,14.197,14.469,14.946
1995,5,19.899,19.875,19.32,19.565,18.947,18.983,19.347
1995,6,25.483,25.146,24.918,25.323,24.591,24.168,24.165
1995,7,27.294,26.912,26.445,26.408,26.836,26.513,26.531
1995,8,25.999,25.629,25.314,25.016,25.081,25.377,24.969
1995,9,23.589,23.604,23.283,22.84,23.216,22.588,23.086
1995,10,17.775,17.673,17.169,16.546,17.173,16.965,17.09
1995,11,10.654,11.628,10.997,11.146,10.985,10.849,11.476
1995,12,7.2501,7.2777,7.081,6.8807,6.9748,7.0794,6.7795
1996,1,7.5932,7.3087,7.4271,7.6303,7.28,6.7498,7.054
1996,2,9.4881,9.23,9.7104,9.1336,9.5059,9.0967,9.4726
1996,3,12.555,12.457,12.602,12.478,12.812,12.925,12.396
1996,4,15.814,16.085,16.146,16.119,16.427,16.429,16.865
1996,5,20.079,20.428,20.87,20.792,21.219,21.42,21.089
1996,6,25.415,25.436,25.384,25.881,25.617,25.562,25.846
1996,7,26.592,26.757,26.424,26.782,26.697,26.582,26.383
1996,8,24.947,24.778,25.214,25.036,25.364,24.884,25.152
1996,9,22.176,22.19,22.209,23.32,22.649,22.474,22.601
1996,10,16.684,16.465,16.653,16.782,17.704,16.427,16.729
1996,11,10.561,11.25,10.462,11.035,10.293,11.672,10.523
1996,12,7.0048,7.2727,7.247,7.0896,7.4231,7.3667,6.8259
1997,1,6.9997,7.1097,6.7198,7.3605,7.7647,7.7631,7.3353
1997,2,9.2452,9.1759,9.0838,8.8894,8.5203,9.5325,9.0372
1997,3,11.474,11.2,11.366,11.5,11.585,11.866,12.118
1997,4,15.413,14.954,14.943,15.204,14.944,15.15,15.518
1997,5,20.163,19.744,19.376,19.595,19.577,19.367,19.844
1997,6,24.639,24.932,24.759,24.591,24.917,25.073,24.72
1997,7,26.443,26.513,26.633,26.442,26.221,26.417,26.421
1997,8,25.244,25.419,25.555,25.409,25.025,24.977,24.928
1997,9,22.123,22.339,22.215,22.11,22.124,22.114,22.284
1997,10,16.434,16.114,16.88,16.234,16.528,16.343,16.376
1997,11,9.2877,9.3791,8.9142,9.7711,8.8506,9.7724,9.7895
1997,12,5.7333,5.6022,5.8963,5.8802,5.7251,5.7322,6.1586
1998,1,5.1972,5.3058,4.9846,5.3234,4.9913,5.0465,5.6596
1998,2,7.5732,7.2716,7.3818,7.4326,7.4016,7.1124,7.613
1998,3,10.507,10.703,10.555,10.152,10.395,10.069,10.119
1998,4,14.581,14.469,14.494,14.172,14.097,14.317,14.155
1998,5,19.513,19.629,19.478,19.679,18.965,18.932,18.97
1998,6,24.564,24.757,25.41,24.817,24.768,24.708,24.765
1998,7,26.788,26.876,27.103,27.255,27.321,26.838,27.226
1998,8,25.989,25.765,25.385,25.621,25.562,25.631,25.712
1998,9,23.633,23.333,23.273,23.671,22.78,23.552,23.27
1998,10,17.677,17.546,17.514,17.764,17.593,17.673,17.87
1998,11,11.775,12.025,12.003,12.073,11.459,12.342,12.151
1998,12,7.9599,7.6259,8.0853,7.9022,7.8032,8.2458,8.0429
1999,1,7.902,8.1667,8.2932,8.0528,8.2184,7.8991,8.3122
1999,2,10.593,9.894,10.198,10.307,10.27,9.4356,10.32
1999,3,13.251,13.83,13.201,13.002,13.117,12.974,13.264
1999,4,17.617,17.116,17.84,17.052,17.654,17.765,17.017
1999,5,22.813,22.28,21.95,22.073,22.036,21.566,22.135
1999,6,25.429,26.214,25.973,25.921,26.205,25.755,25.989
1999,7,26.531,26.557,26.649,26.59,26.561,26.675,26.403
1999,8,24.992,25.504,25.212,24.761,24.681,24.99,25.175
1999,9,22.91,23.215,23.021,23.228,22.691,22.913,22.572
1999,10,17.477,17.368,17.585,17.411,17.261,17.338,17.317
1999,11,12.196,11.636,11.167,11.887,11.71,12.102,11.425
1999,12,7.6662,8.3194,8.4313,7.9662,8.6119,7.7126,8.4197
2000,1,8.628,8.2703,8.2371,8.1072,8.2404,7.7938,7.8808
2000,2,11.203,10.63,10.236,10.023,10.599,10.385,10.683
2000,3,13.675,13.596,13.506,13.203,12.612,13.206,13.099
2000,4,17.675,16.777,17.406,17.06,17.013,17.792,17.265
2000,5,21.271,21.823,21.436,21.582,21.812,20.949,21.87
2000,6,26.026,25.335,26.288,25.956,26.171,25.964,25.476
2000,7,26.097,26.26,26.346,26.299,26.213,26.562,26.331
2000,8,24.918,24.953,24.955,24.824,24.831,25.035,24.731
2000,9,22.809,22.724,22.353,22.945,22.938,22.049,22.535
2000,10,17.552,16.906,17.065,17.127,17.095,17.653,17.265
2000,11,11.886,11.925,11.136,11.458,11.439,11.181,11.08
2000,12,7.0796,6.9882,7.41,7.2412,7.2939,7.0376,6.6334
2001,1,6.3823,7.0548,7.4593,6.543,6.856,6.8751,6.9823
2001,2,9.9027,8.8347,9.001,9.5416,9.2972,9.4153,8.9477
2001,3,12.233,12.042,11.758,11.686,11.872,12.245,12.25
2001,4,15.714,15.649,15.776,15.602,15.816,15.224,16.022
2001,5,19.86,20.336,20.347,20.441,20.087,20.094,20.036
2001,6,25.394,25.05,25.287,24.763,25.373,24.851,25.252
2001,7,26.476,26.562,26.182,26.259,25.934,26.455,26.032
2001,8,25.243,25.013,25.209,25.042,25.242,24.983,25.053
2001,9,23.781,22.671,22.887,22.244,22.258,22.981,22.611
2001,10,17.322,17.459,16.57,16.584,16.71,16.316,16.797
2001,11,10.5,11.088,10.898,10.396,10.75,10.749,9.1836
2001,12,7.7708,6.6514,7.2895,7.4355,6.9917,6.2718,7.0274
2002,1,6.7519,7.2711,6.9162,7.064,6.8861,6.692,6.6833
2002,2,8.9371,8.9907,8.6029,9.1128,9.4569,8.9079,8.5076
2002,3,11.901,11.626,11.24,11.263,12.1,11.627,12.169
2002,4,15.65,15.504,15.429,15.552,15.14,15.72,15.571
2002,5,20.994,20.004,20.852,20.369,19.927,19.689,19.855
2002,6,25.95,25.715,25.231,25.46,25.249,25.287,24.768
2002,7,26.235,26.631,27.053,26.671,26.632,26.873,26.945
2002,8,24.904,25.161,25.688,25.684,25.441,25.403,25.759
2002,9,23.246,22.904,22.615,22.784,22.995,23.013,23.249
2002,10,17.339,17.241,17.33,17.036,16.758,17.359,17.358
2002,11,10.568,11.055,10.454,10.229,10.796,10.129,11.183
2002,12,6.1521,6.0783,6.7725,5.9578,6.7502,6.6392,6.9615
2003,1,6.6593,6.4847,6.0793,6.6967,6.182,6.0459,6.4869
2003,2,8.574,8.5683,8.1808,8.1582,7.971,8.2683,8.5369
2003,3,11.174,11.377,11.342,11.407,11.247,10.882,11.162
2003,4,14.766,15.428,15.688,15.716,14.365,14.809,14.315
2003,5,20.708,20.03,20.483,20.699,20.355,20.213,19.707
2003,6,26.339,25.945,25.351,25.78,25.271,25.543,25.251
2003,7,26.969,26.579,27.051,26.7,26.814,26.607,26.558
2003,8,25.557,25.437,25.41,25.488,25.216,25.525,25.258
2003,9,23.581,23.362,23.245,23.4,23.065,23.478,23.116
2003,10,17.511,17.789,17.368,17.629,17.329,17.328,17.401
2003,11,11.439,11.169,12.107,12.218,11.948,12.198,11.951
2003,12,6.5417,7.1709,7.0556,7.3207,7.6426,7.2888,7.7819
2004,1,7.1094,6.2247,7.2096,7.4349,7.4681,8.0431,7.5453
2004,2,8.6218,8.7127,8.5463,9.1388,8.8177,9.8886,9.8696
2004,3,11.894,11.572,11.851,11.805,12.359,12.282,12.451
2004,4,15.688,15.906,15.603,15.616,15.929,16.156,16.035
2004,5,20.678,21.059,21.061,20.212,20.32,20.779,20.446
2004,6,25.738,26.207,25.83,25.289,25.598,25.773,25.089
2004,7,26.484,26.302,26.674,26.714,26.694,27.141,26.727
2004,8,25.306,25.262,25.042,25.133,25.886,25.746,25.905
2004,9,23.145,22.756,22.69,22.685,22.557,23.297,23.297
2004,10,17.2,17.424,17.302,17.149,17.1,17.07,17.203
2004,11,10.587,10.616,10.765,11.055,10.861,11.309,11.153
2004,12,7.0864,6.4746,6.7933,6.5148,7.0134,6.8474,6.6285
2005,1,6.6604,6.4112,6.3707,6.1656,6.6348,6.4234,6.6213
2005,2,9.0844,8.6634,8.6462,8.5045,8.7347,8.9228,8.8366
2005,3,11.594,11.3,11.61,11.163,11.088,11.196,11.84
2005,4,14.868,15.603,15.196,16.122,15.554,15.369,15.416
2005,5,20.098,19.641,20.177,19.802,20.248,19.75,20.349
2005,6,25.497,25.788,25.534,24.745,25.254,25.48,25.188
2005,7,27.267,27.287,26.967,26.778,26.633,26.451,26.755
2005,8,26.386,25.799,25.35,25.779,25.266,25.409,25.514
2005,9,23.662,23.606,23.615,23.263,23.154,22.877,22.64
2005,10,18.453,17.68,17.947,17.63,17.133,17.457,17.289
2005,11,11.922,11.897,11.407,11.09,11.482,11.213,10.544
2005,12,7.8808,7.2916,7.514,7.1585,7.2329,7.43,7.0664
2006,1,7.9632,7.4815,7.4661,7.6868,7.7812,7.561,6.737
2006,2,10.091,9.6146,9.8391,9.8352,9.1595,9.4238,9.1752
2006,3,12.29,12.909,12.606,12.747,12.171,11.93,11.874
2006,4,16.364,17.052,16.303,17.037,16.664,15.881,15.687
2006,5,21.326,21.275,21.37,20.822,21.581,21.388,20.805
2006,6,25.914,26.335,25.484,25.611,26.134,25.95,25.691
2006,7,26.965,27.171,27.023,26.65,26.771,26.894,26.727
2006,8,25.674,25.882,25.626,25.445,25.195,25.565,25.592
2006,9,23.477,23.382,23.84,23.806,23.196,22.373,22.962
2006,10,17.043,17.137,17.897,17.359,17.729,17.336,17.25
2006,11,10.382,9.9062,10.617,11.822,11.237,10.697,10.327
2006,12,6.3976,6.3297,6.1148,6.9362,6.6252,6.8982,6.784
2007,1,6.5,6.6086,6.3443,5.7135,6.3691,6.4896,6.5205
2007,2,9.0725,7.9685,8.6303,8.2388,7.9648,8.4206,8.9019
2007,3,11.973,11.609,11.213,11.116,10.701,11.395,11.281
2007,4,16.248,15.255,15.456,15.324,14.771,14.481,15.483
2007,5,21.454,20.814,20.262,20.064,20.079,19.613,19.574
2007,6,26.3,26.351,26.377,25.913,25.73,25.331,25.242
2007,7,27.158,27.137,26.923,27.134,27.097,27.179,27.029
2007,8,25.499,25.281,25.194,25.831,25.614,25.095,26.112
2007,9,22.727,22.859,23.4,23.492,23.432,23.696,23.441
2007,10,17.302,16.857,17.322,17.424,17.631,17.283,17.444
2007,11,12.106,11.553,11.79,10.935,11.85,11.702,11.614
2007,12,7.9583,8.4183,7.8318,7.9592,7.6156,7.6731,8.0018
2008,1,8.0451,7.903,7.8035,7.8831,8.5616,7.2282,8.0015
2008,2,10.182,10.368,10.669,10.443,9.616,9.7587,9.6163
2008,3,13.795,13.539,13.729,13.364,12.848,12.6,12.759
2008,4,17.695,17.496,17.598,17.216,16.858,16.688,16.558
2008,5,21.756,22.205,22.327,22.312,22.397,21.909,21.931
2008,6,25.872,26.363,26.427,26.221,26.536,26.485,26.3
2008,7,26.88,26.603,26.831,26.693,26.451,26.728,26.718
2008,8,25.62,25.513,25.243,25.376,25.333,24.77,25.227
2008,9,23.312,23.295,23.169,23.116,23.272,23.141,22.78
2008,10,17.325,17.132,17.522,17.837,17.138,17.057,16.987
2008,11,12.174,11.643,11.925,11.627,11.906,11.022,11.578
2008,12,7.3935,7.5672,7.0645,7.6203,7.0509,6.9275,6.9976
2009,1,7.6154,7.5158,7.8876,7.6654,7.6376,7.7677,7.2249
2009,2,10.009,9.5782,9.2953,10.093,9.9502,9.9084,10.068
2009,3,13.194,12.842,13.036,12.456,12.648,12.593,12.474
2009,4,16.318,16.632,16.341,16.065,16.391,16.36,15.946
2009,5,20.962,21.636,21.064,20.585,21.075,21.288,20.613
2009,6,24.811,25.051,25.64,25.573,24.856,25.578,25.373
2009,7,26.383,25.802,25.889,26.371,26.448,26.288,26.818
2009,8,25.206,25.016,24.991,24.693,24.873,25.256,25.017
2009,9,23.046,22.513,22.91,22.246,22.176,22.017,22.594
2009,10,17.515,17.875,16.542,17.075,16.764,17.312,16.828
2009,11,10.8,11.196,10.698,9.8412,10.256,9.4501,10.166
2009,12,6.5811,6.302,6.9431,6.5037,5.9219,6.2959,6.3376
2010,1,6.7352,6.6558,6.6977,6.9004,6.3943,6.3886,6.1314
2010,2,8.9032,8.8925,8.1585,8.211,8.0304,8.5176,8.4151
2010,3,11.371,11.525,11.202,11.005,11.063,11.026,10.778
2010,4,15.776,15.364,15.435,14.848,15.126,14.231,14.721
2010,5,20.339,20.868,20.833,20.061,19.635,19.835,19.658
2010,6,26.699,26.239,26.12,26.178,25.284,25.397,25.375
2010,7,27.796,27.882,27.585,27.688,27.457,27.094,26.915
2010,8,26.181,26.513,26.372,26.444,26.396,25.96,25.648
2010,9,23.88,24.568,24.613,24.35,24.269,23.954,23.291
2010,10,18.154,18.663,18.617,18.306,18.467,17.798,18.221
2010,11,12.925,13.074,13.534,12.815,13.013,12.823,12.732
2010,12,8.4882,8.6288,8.3484,8.5192,8.3157,8.3533,8.2217
2011,1,8.6214,9.2355,8.513,8.2549,9.0514,8.898,8.7857
2011,2,NaN,10.415,10.578,10.374,10.457,10.999,10.093
2011,3,NaN,NaN,13.497,13.531,13.876,13.532,13.98
2011,4,NaN,NaN,NaN,17.262,17.726,17.735,17.985
2011,5,NaN,NaN,NaN,NaN,22.266,22.525,21.616
2011,6,NaN,NaN,NaN,NaN,NaN,25.961,26.599
2011,7,NaN,NaN,NaN,NaN,NaN,NaN,26.407
2011,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2011,9,23.667,NaN,NaN,NaN,NaN,NaN,NaN
2011,10,15.05,18.072,NaN,NaN,NaN,NaN,NaN
2011,11,12.232,8.1916,10.894,NaN,NaN,NaN,NaN
2011,12,8.3301,7.8526,7.4587,8.3275,NaN,NaN,NaN
2012,1,8.172,8.3253,8.9111,9.1205,8.1563,NaN,NaN
2012,2,10.805,10.006,10.371,10.307,11.514,9.8565,NaN
2012,3,13.505,13.463,12.229,13.744,13.241,14.762,13.322
2012,4,17.186,17.974,17.385,16.431,17.292,17.297,18.381
2012,5,22.057,22.288,22.002,22.14,21.267,22.317,21.993
2012,6,27.065,26.244,25.783,27.307,26.786,26.308,26.952
2012,7,26.772,27.43,26.919,26.958,27.223,27.259,27
2012,8,25.931,25.41,26.265,26.005,26.192,25.895,25.71
2012,9,23.997,23.729,23.075,23.956,23.942,23.729,24.277
2012,10,17.094,17.771,17.019,17.281,17.588,18.049,17.111
2012,11,10.876,10.246,10.978,9.7842,10.68,10.849,11.487
2012,12,7.2527,7.3603,6.714,7.0293,6.6627,7.2428,6.8171
2013,1,7.8943,7.6994,6.6333,6.5956,7.5165,6.76,6.6094
2013,2,9.0786,9.4483,8.9184,8.8599,8.3381,8.9145,8.6804
2013,3,12.226,12.088,12.25,11.834,11.749,11.453,11.987
2013,4,16.624,16.238,16.279,16.413,16.074,16.028,15.75
2013,5,21.371,21.634,21.644,22.062,21.63,20.977,21.34
2013,6,26.523,26.175,26.293,27.025,26.059,26.081,26.293
2013,7,27.576,27.052,27.69,27.256,27.53,27.613,27.053
2013,8,25.907,25.723,26.01,25.766,26.089,26.13,25.803
2013,9,22.753,23.092,23.127,23.548,24.176,24.051,24.266
2013,10,17.834,17.205,17.215,18.167,18.115,18.556,18.006
2013,11,11.711,11.562,11.213,12.104,11.576,12.27,12.412
2013,12,7.39,7.7297,7.6614,7.5183,7.7369,7.5952,7.5541
2014,1,7.8384,7.476,7.3053,7.9689,7.5574,7.4865,7.2568
2014,2,9.3611,9.4472,9.8038,9.3484,8.8985,9.3154,9.4024
2014,3,12.099,12.633,11.492,12.45,11.61,11.823,11.541
2014,4,16.287,16.472,16.389,16.026,16.539,16.049,16.122
2014,5,NaN,20.933,21.603,21.189,21.656,21.299,21.24
2014,6,25.335,NaN,25.66,25.856,25.901,25.958,26.551
2014,7,26.724,26.819,NaN,26.736,27.021,27.034,27.12
2014,8,25.394,25.739,25.466,NaN,25.639,25.917,26.089
2014,9,22.33,22.824,23.154,22.497,NaN,23.737,23.061
2014,10,17.379,17.057,17.41,17.473,17.018,NaN,17.929
2014,11,12.379,11.972,11.29,10.961,11.146,10.648,NaN
2014,12,7.472,7.4435,7.2702,7.1579,7.4876,7.1798,6.353
2015,1,7.4579,7.6382,7.247,7.3287,6.9664,7.3663,7.0468
2015,2,9.4438,9.6841,9.2308,8.381,8.7894,8.5003,9.0889
2015,3,11.71,11.625,11.244,11.704,11.575,10.788,11.141
2015,4,14.835,15.532,15.551,14.939,15.529,15.491,15.07
2015,5,20.76,19.794,19.98,20.189,19.663,20.033,20.116
2015,6,24.35,25.064,24.892,25.231,24.88,24.87,25.496
2015,7,26.362,26.885,26.631,26.286,26.577,26.255,26.293
